project_name,file_path,mode,present_full,success_full,leak_full,full_leak_full,partial_leak_full,cascade_leak_full,present_no_unroll_conservative,success_no_unroll_conservative,leak_no_unroll_conservative,full_leak_no_unroll_conservative,partial_leak_no_unroll_conservative,cascade_leak_no_unroll_conservative,present_no_unroll_aggressive,success_no_unroll_aggressive,leak_no_unroll_aggressive,full_leak_no_unroll_aggressive,partial_leak_no_unroll_aggressive,cascade_leak_no_unroll_aggressive,present_single_pass,success_single_pass,leak_single_pass,full_leak_single_pass,partial_leak_single_pass,cascade_leak_single_pass,present_vanguard_lite,success_vanguard_lite,leak_vanguard_lite,full_leak_vanguard_lite,partial_leak_vanguard_lite,cascade_leak_vanguard_lite,difference_reason,task4_category
MultiplicityFoundation_Lambda-Proof,MultiplicityFoundation_Lambda-Proof\circuits\lib\MillerRabin.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
NameIsGabe_Alexa-s-Sudoku,NameIsGabe_Alexa-s-Sudoku\Sudoku.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
OnChainMee_zkml-erc8004,OnChainMee_zkml-erc8004\news-service\circuits\NewsClassification.circom,main,True,True,1,0,1,0,True,True,1,0,1,0,True,True,1,0,1,0,True,True,1,0,1,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
OwshenNetwork_bermuda,OwshenNetwork_bermuda\circuits\proof_of_burn_circuits\mpt_path.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
OwshenNetwork_bermuda,OwshenNetwork_bermuda\contracts\circuits\coin_withdraw.circom,main,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,3,2,3,0,leak_count_mismatch,其他差异
Pain351_ZKneP,Pain351_ZKneP\circuits\balance_verification.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,6,0,6,0,leak_count_mismatch,其他差异
Pain351_ZKneP,Pain351_ZKneP\circuits\client_balance_comparison.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
Pain351_ZKneP,Pain351_ZKneP\circuits\compliance_verification.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,9,0,9,0,leak_count_mismatch,其他差异
Pain351_ZKneP,Pain351_ZKneP\circuits\network_data_validation.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,7,0,7,0,leak_count_mismatch,其他差异
Pain351_ZKneP,Pain351_ZKneP\circuits\secure_login.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,7,0,7,0,leak_count_mismatch,其他差异
Pecunia-Labs_pecunia-tron,Pecunia-Labs_pecunia-tron\backend\zk\circuit3\circuits\sha256\main.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
Pecunia-Labs_pecunia-tron,Pecunia-Labs_pecunia-tron\backend\zk\circuit3\main3.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
Pecunia-Labs_pecunia-tron,Pecunia-Labs_pecunia-tron\backend\zk\new_circuit\circuit.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
Portkey-Wallet_zkLogin-circuit,Portkey-Wallet_zkLogin-circuit\circuits\idHashMapping.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
Poseidon-ZKP_Applied-ZKP-Workshop,Poseidon-ZKP_Applied-ZKP-Workshop\hello_zkp\simple_polynomial.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
Poseidon-ZKP_Applied-ZKP-Workshop,Poseidon-ZKP_Applied-ZKP-Workshop\zkDApp\circuits\group.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Punith-KK_Kira,Punith-KK_Kira\circuits\key_generation\circuit.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
Q8yi_TayQiYing_bdaf,Q8yi_TayQiYing_bdaf\zklab\example1\example1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Q8yi_TayQiYing_bdaf,Q8yi_TayQiYing_bdaf\zklab\example2\example2.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
RAJIV81205_X-Ramp,RAJIV81205_X-Ramp\circuits\deposit_proof.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,8,0,8,0,leak_count_mismatch,其他差异
RAJIV81205_X-Ramp,RAJIV81205_X-Ramp\circuits\inr_transfer_proof.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,5,0,5,0,leak_count_mismatch,其他差异
RAJIV81205_X-Ramp,RAJIV81205_X-Ramp\circuits\withdrawal_proof.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
RippnerLabs_cloak-minster-ballot,RippnerLabs_cloak-minster-ballot\circom\vote.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,6,0,6,0,leak_count_mismatch,其他差异
RippnerLabs_cloak-minster-ballot,RippnerLabs_cloak-minster-ballot\circom\vote\vote.circom,main,True,True,1,1,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
Ronnieraj37_ETH-villa,Ronnieraj37_ETH-villa\core\circuits\private_swap.circom,main,True,True,4,4,0,0,True,True,4,4,0,0,True,True,4,4,0,0,True,True,4,4,0,0,True,True,4,4,4,0,leak_count_mismatch,其他差异
SDABIS_SINF_ZK,SDABIS_SINF_ZK\circuitos\1_solo_pertenencia\circuit.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Sarkoxed_zk-circuit-verification,Sarkoxed_zk-circuit-verification\circom-verification\circuits\test\main.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Sayhighz_zero-id,Sayhighz_zero-id\circuits\test.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
Sayhighz_zero-id,Sayhighz_zero-id\circuits\thai_citizen.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
Schreezer_ZK_AgeVerification,Schreezer_ZK_AgeVerification\mock-implementation\simple.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Se7en-Seas_circom-mangoes,Se7en-Seas_circom-mangoes\circuits\multiplier2.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Se7en-Seas_circom-mangoes,Se7en-Seas_circom-mangoes\circuits\vedaMerkleTree.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
SealevelStudio_SealevelStudio,SealevelStudio_SealevelStudio\zk-circuit\beta-tester-circuit-clean.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
SealevelStudio_SealevelStudio,SealevelStudio_SealevelStudio\zk-circuit\beta-tester-circuit.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
SealevelStudio_SealevelStudio,SealevelStudio_SealevelStudio\zk-circuit\simple-test.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
SealevelStudio_SealevelStudio,SealevelStudio_SealevelStudio\zk-circuit\test-circuit.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\division.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\multiply2.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\multiply2_bounded.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\test1.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\test2.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\proof_system\tests\r1cs\circom\circuits\multiply2.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Sindri-Labs_sindri-resources,Sindri-Labs_sindri-resources\circuit_database\circom\multiplier2\circuit.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Sindri-Labs_sindri-resources,Sindri-Labs_sindri-resources\circuit_database\circom\multiplier2_key_upload\multiplier2.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Sindri-Labs_sindri-resources,Sindri-Labs_sindri-resources\circuit_database\circom\sha256\circuit.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,2,1,2,0,leak_count_mismatch,其他差异
Sindri-Labs_sindri-resources,Sindri-Labs_sindri-resources\circuit_tutorials\circom\food_ml\circuit\circuit.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,5,0,5,0,leak_count_mismatch,其他差异
Smitbafna_ZK-AgentMesh,Smitbafna_ZK-AgentMesh\circuits\ZKAgentVerificationOrchestrator.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,21,0,21,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\circuits\mock_nullifier.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\test_circuit.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\circuits\multiplier.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\datasets\circuit_gen\semantic_source.no_intent.sample.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\datasets\circuit_gen\semantic_source.sample.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\clean_deposit_withdraw\clean_withdraw.circom,main,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,2,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\deposit_withdraw\withdraw.circom,main,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,2,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\mode123_smoke\mode123_chain_step0.circom,main,True,True,2,2,0,1,True,True,2,2,0,1,True,True,2,2,0,1,True,True,1,1,0,0,True,True,2,1,2,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\mode123_smoke\mode123_chain_step1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\mode123_smoke\mode123_main.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\sign_verify\sign.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\sign_verify\verify.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,3,1,3,0,leak_count_mismatch,其他差异
Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\update_verify\update_root.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
Ty-HA_zkage-proof-mobile,Ty-HA_zkage-proof-mobile\circuits\simple_age_check.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,1,0,leak_count_mismatch,其他差异
Ty-HA_zkage-proof-mobile,Ty-HA_zkage-proof-mobile\circuits\simple_age_verification.circom,main,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,1,2,0,leak_count_mismatch,其他差异
Ty-HA_zkage-proof-mobile,Ty-HA_zkage-proof-mobile\circuits\test_age_verification.circom,main,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,0,0,True,True,2,2,2,0,leak_count_mismatch,其他差异
VersoriumX_Remix-Project-X,VersoriumX_Remix-Project-X\apps\circuit-compiler\src\example\simple.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
VersoriumX_Remix-Project-X,VersoriumX_Remix-Project-X\libs\remix-ws-templates\src\templates\semaphore\circuits\simple.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\circuits\sha256\main.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\binsub_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmul_min_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmul_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmul_test_min.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulany_test.circom,main,True,True,1,0,1,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulfix_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulw4table_test.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulw4table_test3.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\mux1_1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\mux2_1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\mux3_1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\mux4_1.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,1,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,激进召回
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\sha256_2_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\smtprocessor10_test.circom,main,True,False,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,False,0,0,0,0,True,True,0,0,0,0,success_mismatch,工具失败
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\smtverifier10_test.circom,main,True,False,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,False,0,0,0,0,True,True,0,0,0,0,success_mismatch,工具失败
WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\sum_test.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
ZkBlind_ZkBlindNextJs,ZkBlind_ZkBlindNextJs\circuits\multiplier2\Multiplier2.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
ZkBlind_ZkBlindNextJs,ZkBlind_ZkBlindNextJs\circuits\simple_multiplier\simple_multiplier.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,leak_count_mismatch,其他差异
ZpokenWeb3_panther,ZpokenWeb3_panther\contracts\test\protocol\data\circuits\addition.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Zyra-V21_ZKUzumaki,Zyra-V21_ZKUzumaki\circuits\example.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Zyra-V21_ZKUzumaki,Zyra-V21_ZKUzumaki\circuits\multiplier_fixed.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Zyra-V21_ZKUzumaki,Zyra-V21_ZKUzumaki\circuits\test_echo.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
Zyra-V21_ZKUzumaki,Zyra-V21_ZKUzumaki\circuits\test_simple.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\core\aggregation\stats_aggregator.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,6,0,6,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\core\aggregation\time_aggregator.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,7,0,7,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\core\primitives\range_proof.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\core\primitives\signature_verify.circom,main,True,True,1,0,1,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,1,0,1,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\collaboration_credential.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\consistency_credential.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\diversity_credential.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\language_credential.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,2,0,2,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\language_credential_simple.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\leadership_credential.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,3,0,3,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\repository_credential.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,15,0,15,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\privacy\differential_privacy.circom,main,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,1,1,0,0,True,True,4,1,4,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\privacy\k_anonymity.circom,main,True,True,1,0,1,0,True,True,1,0,1,0,True,True,1,0,1,0,True,True,1,0,1,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\privacy\zero_knowledge_sets.circom,main,True,True,1,0,1,0,True,True,1,0,1,0,True,True,1,0,1,0,True,True,1,0,1,0,True,True,8,0,8,0,leak_count_mismatch,其他差异
aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\academic\gpa_verification.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,5,0,5,0,leak_count_mismatch,其他差异
aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\age_verification.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,4,0,4,0,leak_count_mismatch,其他差异
aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\financial\income_verification.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,5,0,5,0,leak_count_mismatch,其他差异
aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\government\age_verification.circom,main,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,0,0,0,0,True,True,5,0,5,0,leak_count_mismatch,其他差异
