only_variant,project_name,file_path,mode,leak_count,full_leak_count,partial_leak_count,cascade_leak_count,present_full,present_vanguard_lite
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\no_parallel\ex1_non_parallel.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\no_parallel\no_parallel.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\parallel_component\ex1_parallel_component.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\parallel_component\parallel_component.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\parallel_template\ex1_parallel_template.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex3\parallel_template\parallel_template.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\no_parallel\ex1_non_parallel.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\no_parallel\no_parallel.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\parallel_component\ex1_parallel_component.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\parallel_component\parallel_component.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\parallel_template\ex1_parallel_template.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex4\parallel_template\parallel_template.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\no_parallel\ex1_non_parallel.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\no_parallel\no_parallel.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\parallel_component\ex1_parallel_component.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\parallel_component\parallel_component.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\parallel_template\ex1_parallel_template.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex5\parallel_template\parallel_template.circom,main,1,0,1,0,True,True
vanguard-lite,csl-blockchain_goatzkcp,csl-blockchain_goatzkcp\packages\circuits\hash\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,daffafaizan_goatzkcp,daffafaizan_goatzkcp\packages\circuits\hash\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,danielfsha_Card-RPG,danielfsha_Card-RPG\circuits\interstellar\src\item_collection.circom,main,18,0,18,0,True,True
vanguard-lite,danielfsha_Card-RPG,danielfsha_Card-RPG\circuits\interstellar\src\movement.circom,main,9,0,9,0,True,True
vanguard-lite,danielfsha_Card-RPG,danielfsha_Card-RPG\circuits\interstellar\src\shooting.circom,main,12,0,12,0,True,True
vanguard-lite,danielfsha_Card-RPG,danielfsha_Card-RPG\circuits\interstellar\src\spawn.circom,main,4,0,4,0,True,True
vanguard-lite,danielfsha_Card-RPG,danielfsha_Card-RPG\circuits\interstellar\src\win_condition.circom,main,7,0,7,0,True,True
vanguard-lite,darklakefi_darklake-monorepo,darklakefi_darklake-monorepo\circuits\swap.circom,main,4,0,4,0,True,True
vanguard-lite,developeruche_cryptography-n-zk-research,developeruche_cryptography-n-zk-research\projects\circom-groth16\assets\circuit.circom,main,2,0,2,0,True,True
vanguard-lite,dilawar_playground,dilawar_playground\zkp\zkintro-tutorial\example1\example1-solution.circom,main,2,0,2,0,True,True
vanguard-lite,dilawar_playground,dilawar_playground\zkp\zkintro-tutorial\example1\example1.circom,main,2,0,2,0,True,True
vanguard-lite,dilawar_playground,dilawar_playground\zkp\zkintro-tutorial\example2\example2-solution.circom,main,2,0,2,0,True,True
vanguard-lite,dilawar_playground,dilawar_playground\zkp\zkintro-tutorial\example2\example2.circom,main,2,0,2,0,True,True
vanguard-lite,docknetwork_crypto,docknetwork_crypto\legogroth16\test-vectors\circuits\division.circom,main,2,0,2,0,True,True
vanguard-lite,docknetwork_crypto,docknetwork_crypto\legogroth16\test-vectors\circuits\multiply2.circom,main,2,0,2,0,True,True
vanguard-lite,docknetwork_crypto,docknetwork_crypto\legogroth16\test-vectors\circuits\multiply2_bounded.circom,main,2,0,2,0,True,True
vanguard-lite,docknetwork_crypto,docknetwork_crypto\legogroth16\test-vectors\circuits\test2.circom,main,2,0,2,0,True,True
vanguard-lite,docknetwork_crypto,docknetwork_crypto\proof_system\tests\r1cs\circom\circuits\multiply2.circom,main,2,0,2,0,True,True
vanguard-lite,eh7_crypto-wallet-platform,eh7_crypto-wallet-platform\apps\circom\multiplier2\multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,eh7_crypto-wallet-platform,eh7_crypto-wallet-platform\apps\circom\square\multiply.circom,main,3,0,3,0,True,True
vanguard-lite,elohcrypto_Vanguard,elohcrypto_Vanguard\circuits\accreditation_proof.circom,main,4,0,4,0,True,True
vanguard-lite,elohcrypto_Vanguard,elohcrypto_Vanguard\circuits\blacklist_membership.circom,main,5,0,5,0,True,True
vanguard-lite,elohcrypto_Vanguard,elohcrypto_Vanguard\circuits\compliance_aggregation.circom,main,10,0,10,0,True,True
vanguard-lite,elohcrypto_Vanguard,elohcrypto_Vanguard\circuits\jurisdiction_proof.circom,main,2,0,2,0,True,True
vanguard-lite,elohcrypto_Vanguard,elohcrypto_Vanguard\circuits\whitelist_membership.circom,main,4,0,4,0,True,True
vanguard-lite,finitology_hardhat-circom-starter,finitology_hardhat-circom-starter\circuits\Multiplier.circom,main,2,0,2,0,True,True
vanguard-lite,finitology_hardhat-circom-starter,finitology_hardhat-circom-starter\circuits\Pubkey.circom,main,1,0,1,0,True,True
vanguard-lite,frederickemerson_Lumina,frederickemerson_Lumina\zk-circuits\tax_proof.circom,main,2,0,2,0,True,True
vanguard-lite,gebetasuq_adam-protocol,gebetasuq_adam-protocol\circuits\EnergyProof.circom,main,3,0,3,0,True,True
vanguard-lite,gebetasuq_adam-protocol,gebetasuq_adam-protocol\circuits\TransportProof.circom,main,3,0,3,0,True,True
vanguard-lite,hashprotocol_eth-lightclient,hashprotocol_eth-lightclient\circuits\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,hlibbc_solidity-practice,hlibbc_solidity-practice\projects\zk-playground\zk-01_basic-arithmetic\circuits\addition.circom,main,2,0,2,0,True,True
vanguard-lite,hlibbc_solidity-practice,hlibbc_solidity-practice\projects\zk-playground\zk-01_basic-arithmetic\circuits\multiplication.circom,main,2,0,2,0,True,True
vanguard-lite,hlibbc_solidity-practice,hlibbc_solidity-practice\projects\zk-playground\zk-01_basic-arithmetic\circuits\subtraction.circom,main,2,0,2,0,True,True
vanguard-lite,holyaustin_ZeroSecret,holyaustin_ZeroSecret\circuits\multiplier2\Multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,holyaustin_ZeroSecret,holyaustin_ZeroSecret\circuits\simple_multiplier\simple_multiplier.circom,main,1,0,1,0,True,True
vanguard-lite,hshadab_agentkit,hshadab_agentkit\circuits\AIPredictionSimple.circom,main,3,0,3,0,True,True
vanguard-lite,hshadab_agentkit,hshadab_agentkit\circuits\agent_authorization.circom,main,2,0,2,0,True,True
vanguard-lite,iden3_circuits,iden3_circuits\test\circuits\eq.circom,main,1,0,1,0,True,True
vanguard-lite,iden3_circuits,iden3_circuits\test\circuits\lessthan.circom,main,1,0,1,0,True,True
vanguard-lite,iden3_circuits,iden3_circuits\test\circuits\utils\utils_getSubjectLocation.circom,main,1,0,1,0,True,True
vanguard-lite,iden3_circuits,iden3_circuits\test\circuits\utils\utils_isExpirable.circom,main,1,0,1,0,True,True
vanguard-lite,iden3_circuits,iden3_circuits\test\circuits\utils\utils_isUpdatable.circom,main,1,0,1,0,True,True
vanguard-lite,iri031_rareskills-zk-puzzles,iri031_rareskills-zk-puzzles\Addition\Add.circom,main,1,0,1,0,True,True
vanguard-lite,iri031_rareskills-zk-puzzles,iri031_rareskills-zk-puzzles\Equality\Equality.circom,main,1,0,1,0,True,True
vanguard-lite,iri031_rareskills-zk-puzzles,iri031_rareskills-zk-puzzles\NotEqual\NotEqual.circom,main,1,0,1,0,True,True
vanguard-lite,iri031_rareskills-zk-puzzles,iri031_rareskills-zk-puzzles\Power\pow.circom,main,1,0,1,0,True,True
vanguard-lite,iri031_rareskills-zk-puzzles,iri031_rareskills-zk-puzzles\QuadraticEquation\QuadraticEquation.circom,main,5,0,5,0,True,True
vanguard-lite,johnson86tw_circom-playground,johnson86tw_circom-playground\basic\Multiply.circom,main,3,0,3,0,True,True
vanguard-lite,johnson86tw_circom-playground,johnson86tw_circom-playground\basic\Multiply2.circom,main,3,0,3,0,True,True
vanguard-lite,johnson86tw_circom-playground,johnson86tw_circom-playground\basic\SumOfSquares.circom,main,2,0,2,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\allowlist_membership_test.circom,main,3,0,3,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\bitify_test.circom,main,1,0,1,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\bytes_all_in_range_test.circom,main,1,0,1,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\comparators_test.circom,main,2,0,2,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\conditional_select_test.circom,main,3,0,3,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\exp_test.circom,main,2,0,2,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\fixed_string_match_test.circom,main,2,0,2,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\incremental_merkle_test.circom,main,3,0,3,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\merkle_test.circom,main,3,0,3,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\minmax_allequal_count_test.circom,main,5,0,5,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\minn_maxn_test.circom,main,2,0,2,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\mux_test.circom,main,4,0,4,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\muxn_test.circom,main,4,0,4,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\nullifier_test.circom,main,2,0,2,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\range_proof_test.circom,main,3,0,3,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\sha256_256_test.circom,main,1,0,1,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\sha256_test.circom,main,1,0,1,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\sparse_merkle_exclusion_test.circom,main,2,0,2,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\sparse_merkle_inclusion_test.circom,main,3,0,3,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\strict_num2bits_test.circom,main,1,0,1,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\switcher_test.circom,main,3,0,3,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\tally_test.circom,main,1,0,1,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\utils_test.circom,main,3,0,3,0,True,True
vanguard-lite,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\vote_in_allowlist_test.circom,main,2,0,2,0,True,True
vanguard-lite,joshpwrk_DAOism,joshpwrk_DAOism\zk\circuits\circom_library\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,june-in-exile_zkWill,june-in-exile_zkWill\zkp\circuits\multiplier2\multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,justAbhinav_Airavat,justAbhinav_Airavat\blockchain\backend\budget_checker_circuit\circuit.circom,main,2,0,2,0,True,True
vanguard-lite,kyzooghost_zk-circuit-tutorial,kyzooghost_zk-circuit-tutorial\example1\example1-solution.circom,main,2,0,2,0,True,True
vanguard-lite,kyzooghost_zk-circuit-tutorial,kyzooghost_zk-circuit-tutorial\example1\example1.circom,main,2,0,2,0,True,True
vanguard-lite,kyzooghost_zk-circuit-tutorial,kyzooghost_zk-circuit-tutorial\example2\example2-solution.circom,main,2,0,2,0,True,True
vanguard-lite,kyzooghost_zk-circuit-tutorial,kyzooghost_zk-circuit-tutorial\example2\example2.circom,main,2,0,2,0,True,True
vanguard-lite,lakshyarawat29_Airavat,lakshyarawat29_Airavat\blockchain\backend\budget_checker_circuit\circuit.circom,main,2,0,2,0,True,True
vanguard-lite,leinss_zero_knowledge_zk,leinss_zero_knowledge_zk\circom\multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,leinss_zero_knowledge_zk,leinss_zero_knowledge_zk\zkintro-tutorial\example1\example1-solution.circom,main,2,0,2,0,True,True
vanguard-lite,leinss_zero_knowledge_zk,leinss_zero_knowledge_zk\zkintro-tutorial\example1\example1.circom,main,2,0,2,0,True,True
vanguard-lite,leinss_zero_knowledge_zk,leinss_zero_knowledge_zk\zkintro-tutorial\example2\example2-solution.circom,main,2,0,2,0,True,True
vanguard-lite,leinss_zero_knowledge_zk,leinss_zero_knowledge_zk\zkintro-tutorial\example2\example2.circom,main,2,0,2,0,True,True
vanguard-lite,leon0x01_zk_puzzle_solve,leon0x01_zk_puzzle_solve\Addition\Add.circom,main,1,0,1,0,True,True
vanguard-lite,leon0x01_zk_puzzle_solve,leon0x01_zk_puzzle_solve\Equality\Equality.circom,main,1,0,1,0,True,True
vanguard-lite,leon0x01_zk_puzzle_solve,leon0x01_zk_puzzle_solve\Equality\Equality1.circom,main,1,0,1,0,True,True
vanguard-lite,leon0x01_zk_puzzle_solve,leon0x01_zk_puzzle_solve\NotEqual\NotEqual.circom,main,1,0,1,0,True,True
vanguard-lite,leon0x01_zk_puzzle_solve,leon0x01_zk_puzzle_solve\Power\pow.circom,main,1,0,1,0,True,True
vanguard-lite,leon0x01_zk_puzzle_solve,leon0x01_zk_puzzle_solve\QuadraticEquation\QuadraticEquation.circom,main,5,0,5,0,True,True
vanguard-lite,leon0x01_zk_puzzle_solve,leon0x01_zk_puzzle_solve\Range\Range.circom,main,3,0,3,0,True,True
vanguard-lite,leonardovona_beacon-relay,leonardovona_beacon-relay\circuits\circuits\utils\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,levoel_crypto-fundamentals-course,levoel_crypto-fundamentals-course\labs\circom\circuits\multiplier.circom,main,2,0,2,0,True,True
vanguard-lite,m-pandey5_ZkDapp,m-pandey5_ZkDapp\hello_zkp\simple_polynomial.circom,main,4,0,4,0,True,True
vanguard-lite,m-pandey5_ZkDapp,m-pandey5_ZkDapp\zkDApp\circuits\group.circom,main,2,0,2,0,True,True
vanguard-lite,marcozecchini_blindRSANotary,marcozecchini_blindRSANotary\examples\unit_test\emsa\emsa.circom,main,2,0,2,0,True,True
vanguard-lite,marcozecchini_blindRSANotary,marcozecchini_blindRSANotary\examples\unit_test\mgf\mgf1.circom,main,1,0,1,0,True,True
vanguard-lite,mashharuki_ZKRepo,mashharuki_ZKRepo\web3_templates\circuits\product.circom,main,2,0,2,0,True,True
vanguard-lite,mashharuki_ZKRepo,mashharuki_ZKRepo\zk_multiplier_dapp\pkgs\circuit\src\SimpleMultiplier.circom,main,1,0,1,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\1P_JazminRuizDiaz\circuit\circuit.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\Brandon Ariel Rivarola\circuito.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\Enzo_Vidallet\sumacuadrados.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\GermanMendietaWernerUibrig\mod_sum_square.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\HadiFaour\Circuito\circuito_principal.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\Juan Acevedo\corto.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\JuanAndresGonzalezArevalosP1\zk-circuit-tp\circuit.circom,main,3,0,3,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\Kevin Galeano - Maria Jose Duarte\main.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\Yun Gomez\circuit.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\circuito.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\grupo-leguizamon\circuit\square_sum_mod.circom,main,2,0,2,0,True,True
vanguard-lite,mdvillagra_blockchain-2025,mdvillagra_blockchain-2025\Proyectos\Parcial 1\parcial1\Elias_Gill-Johana_Bareiro\src\circuits\circuit.circom,main,3,0,3,0,True,True
vanguard-lite,mesayanroy_safesol,mesayanroy_safesol\zk\circuits\spend.circom,main,2,0,2,0,True,True
vanguard-lite,mk1018_rollup,mk1018_rollup\1_simple_arithmetic\circuit.circom,main,2,0,2,0,True,True
vanguard-lite,mk1018_rollup,mk1018_rollup\1_simple_arithmetic\multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,mk1018_rollup,mk1018_rollup\multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,morkeltry_ruggya,morkeltry_ruggya\circuits\rsa_challenge.circom,main,2,0,2,0,True,True
vanguard-lite,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\integration\arrayAssignment.circom,main,1,0,1,0,True,True
vanguard-lite,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\integration\matElemMul.circom,main,2,0,2,0,True,True
vanguard-lite,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\integration\sum.circom,main,2,0,2,0,True,True
vanguard-lite,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\machine-learning\AveragePooling2D.circom,main,1,0,1,0,True,True
vanguard-lite,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\machine-learning\fc.circom,main,7,0,7,0,True,True
vanguard-lite,nobitex_sigmab,nobitex_sigmab\circuit\mpt_path.circom,main,1,0,1,0,True,True
vanguard-lite,nocturne-xyz_protocol,nocturne-xyz_protocol\packages\circuits\circuits\include\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,noelkelias_lova,noelkelias_lova\circuits\multiplier_sample\multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,noyla_elysiumJourneys,noyla_elysiumJourneys\zk-proofs\circuits\multiplierCircuit.circom,main,2,0,2,0,True,True
vanguard-lite,ocdbytes_ZK,ocdbytes_ZK\R1CS\circuit2\multiply4.circom,main,4,0,4,0,True,True
vanguard-lite,ocdbytes_ZK,ocdbytes_ZK\R1CS\circuit\multiply2.circom,main,2,0,2,0,True,True
vanguard-lite,oskarth_zkintro-tutorial,oskarth_zkintro-tutorial\example1\example1-solution.circom,main,2,0,2,0,True,True
vanguard-lite,oskarth_zkintro-tutorial,oskarth_zkintro-tutorial\example2\example2-solution.circom,main,2,0,2,0,True,True
vanguard-lite,oskarth_zkintro-tutorial,oskarth_zkintro-tutorial\example2\example2.circom,main,2,0,2,0,True,True
vanguard-lite,pantherfoundation_panther-core,pantherfoundation_panther-core\contracts\test\protocol\data\circuits\addition.circom,main,2,0,2,0,True,True
vanguard-lite,paradigmxyz_zk-eth-rng,paradigmxyz_zk-eth-rng\circuits\single_block_header_zkp\singleBlockHeader.circom,main,1,0,1,0,True,True
vanguard-lite,privacy-ethereum_nova-ml,privacy-ethereum_nova-ml\src\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,ravencyan_bdaf_zkp_lab,ravencyan_bdaf_zkp_lab\example1\example1.circom,main,2,0,2,0,True,True
vanguard-lite,ravencyan_bdaf_zkp_lab,ravencyan_bdaf_zkp_lab\example2\example2.circom,main,2,0,2,0,True,True
vanguard-lite,rodrigombsoares_zero-knowledge-puzzles-solutions,rodrigombsoares_zero-knowledge-puzzles-solutions\Addition\Add.circom,main,1,0,1,0,True,True
vanguard-lite,rodrigombsoares_zero-knowledge-puzzles-solutions,rodrigombsoares_zero-knowledge-puzzles-solutions\Equality\Equality.circom,main,1,0,1,0,True,True
vanguard-lite,rodrigombsoares_zero-knowledge-puzzles-solutions,rodrigombsoares_zero-knowledge-puzzles-solutions\NotEqual\NotEqual.circom,main,1,0,1,0,True,True
vanguard-lite,rodrigombsoares_zero-knowledge-puzzles-solutions,rodrigombsoares_zero-knowledge-puzzles-solutions\Power\pow.circom,main,1,0,1,0,True,True
vanguard-lite,rodrigombsoares_zero-knowledge-puzzles-solutions,rodrigombsoares_zero-knowledge-puzzles-solutions\Range\Range.circom,main,3,0,3,0,True,True
vanguard-lite,seetadev_ZKMedical-Billing,seetadev_ZKMedical-Billing\zk_validate_verify\circuits\simple_multiplier.circom,main,1,0,1,0,True,True
vanguard-lite,semaraugusto_mobilenet-nova,semaraugusto_mobilenet-nova\circuits\backbone.circom,main,1,0,1,0,True,True
vanguard-lite,semaraugusto_mobilenet-nova,semaraugusto_mobilenet-nova\circuits\model_test.circom,main,2,0,2,0,True,True
vanguard-lite,socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\encrypted_mnist_latest_test.circom,main,2,0,2,0,True,True
vanguard-lite,somesh-banerjee_zkp-tutorial,somesh-banerjee_zkp-tutorial\circom\addition\circuit.circom,main,1,0,1,0,True,True
vanguard-lite,somesh-banerjee_zkp-tutorial,somesh-banerjee_zkp-tutorial\circom\equality\circuit.circom,main,1,0,1,0,True,True
vanguard-lite,somesh-banerjee_zkp-tutorial,somesh-banerjee_zkp-tutorial\circom\multiplier\circuit.circom,main,2,0,2,0,True,True
vanguard-lite,somesh-banerjee_zkp-tutorial,somesh-banerjee_zkp-tutorial\circom\range\circuit.circom,main,1,0,1,0,True,True
vanguard-lite,spo0ds_ZkpPuzzleSolution,spo0ds_ZkpPuzzleSolution\Addition\Add.circom,main,1,0,1,0,True,True
vanguard-lite,spo0ds_ZkpPuzzleSolution,spo0ds_ZkpPuzzleSolution\Equality\Equality.circom,main,1,0,1,0,True,True
vanguard-lite,spo0ds_ZkpPuzzleSolution,spo0ds_ZkpPuzzleSolution\ForLoop\ForLoop.circom,main,1,0,1,0,True,True
vanguard-lite,spo0ds_ZkpPuzzleSolution,spo0ds_ZkpPuzzleSolution\NotEqual\NotEqual.circom,main,1,0,1,0,True,True
vanguard-lite,spo0ds_ZkpPuzzleSolution,spo0ds_ZkpPuzzleSolution\Power\pow.circom,main,1,0,1,0,True,True
vanguard-lite,spo0ds_ZkpPuzzleSolution,spo0ds_ZkpPuzzleSolution\QuadraticEquation\QuadraticEquation.circom,main,5,0,5,0,True,True
vanguard-lite,spo0ds_ZkpPuzzleSolution,spo0ds_ZkpPuzzleSolution\Range\Range.circom,main,3,0,3,0,True,True
vanguard-lite,stellar_soroban-examples,stellar_soroban-examples\groth16_verifier\data\auxiliary\multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,succinctlabs_telepathy-circuits,succinctlabs_telepathy-circuits\circuits\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,succinctlabs_telepathyx,succinctlabs_telepathyx\circuits\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,tokamak-network_DEPRECATED-Tokamak-zkp-channel-manager,tokamak-network_DEPRECATED-Tokamak-zkp-channel-manager\public\qap-compiler\subcircuits\circom\JubjubExpBatch_circuit.circom,main,1,0,1,0,True,True
vanguard-lite,tokamak-network_DEPRECATED-Tokamak-zkp-channel-manager,tokamak-network_DEPRECATED-Tokamak-zkp-channel-manager\public\qap-compiler\subcircuits\circom\SubExpBatch_circuit.circom,main,1,0,1,0,True,True
vanguard-lite,tokamak-network_Tokamak-zk-EVM,tokamak-network_Tokamak-zk-EVM\packages\frontend\qap-compiler\subcircuits\circom\JubjubExpBatch_circuit.circom,main,1,0,1,0,True,True
vanguard-lite,tokamak-network_Tokamak-zk-EVM,tokamak-network_Tokamak-zk-EVM\packages\frontend\qap-compiler\subcircuits\circom\SubExpBatch_circuit.circom,main,1,0,1,0,True,True
vanguard-lite,uiuc-kang-lab_zkperf,uiuc-kang-lab_zkperf\circom\merkle_tree\circuits\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,uiuc-kang-lab_zkperf,uiuc-kang-lab_zkperf\circom\zkml\circuits\DLRMSmall.circom,main,16,0,16,0,True,True
vanguard-lite,uiuc-kang-lab_zkperf,uiuc-kang-lab_zkperf\circom\zkml\circuits\mnist.circom,main,21,0,21,0,True,True
vanguard-lite,uiuc-kang-lab_zkperf,uiuc-kang-lab_zkperf\circom\zkml\circuits\mnist_latest_precision_test.circom,main,11,0,11,0,True,True
vanguard-lite,utsavempiric20_zk-circom-project,utsavempiric20_zk-circom-project\4_AadharCard\verifyAadharCard.circom,main,1,0,1,0,True,True
vanguard-lite,veljkovranic_shortcircuit,veljkovranic_shortcircuit\src\lib\parser\sample_circuits\multiplier4.circom,main,5,0,5,0,True,True
vanguard-lite,veljkovranic_shortcircuit,veljkovranic_shortcircuit\src\lib\parser\sample_circuits\recursion.circom,main,1,1,1,0,True,True
vanguard-lite,victoirefem_bp_final,victoirefem_bp_final\backend\mpc\mpc-circuits\risk2.circom,main,3,0,3,0,True,True
vanguard-lite,victoirefem_bp_final,victoirefem_bp_final\backend\mpc\mpc-circuits\risk3.circom,main,3,0,3,0,True,True
vanguard-lite,victoirefem_bp_final,victoirefem_bp_final\backend\mpc\mpc-circuits\risk4.circom,main,3,0,3,0,True,True
vanguard-lite,victoirefem_bp_final,victoirefem_bp_final\backend\mpc\mpc-circuits\risk5.circom,main,3,0,3,0,True,True
vanguard-lite,victoirefem_bp_final,victoirefem_bp_final\backend\mpc\mpc-circuits\risk6.circom,main,3,0,3,0,True,True
vanguard-lite,victoirefem_bp_final,victoirefem_bp_final\backend\mpc\mpc-circuits\risk7.circom,main,3,0,3,0,True,True
vanguard-lite,victoirefem_bp_final,victoirefem_bp_final\backend\mpc\mpc-circuits\risk8.circom,main,3,0,3,0,True,True
